origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
87489e242ffffff,874898510ffffff,20,14.641328695266177,5802,20,8.665957964681349,2.995732273553991,9.591671838750285,2.995732273553991
87489e242ffffff,874898516ffffff,100,12.053292655131447,5802,100,8.665957964681349,4.605170185988092,9.397176112421857,4.605170185988092
87489e242ffffff,874898532ffffff,12,11.99798613214824,5802,12,8.665957964681349,2.4849066497880004,9.392577436213095,2.4849066497880004
87489e242ffffff,874898536ffffff,47,11.3678736403605,5802,47,8.665957964681349,3.8501476017100584,9.338634517665064,3.8501476017100584
87489e242ffffff,874898594ffffff,87,16.22802432954816,5802,87,8.665957964681349,4.465908118654584,9.694556543455073,4.465908118654584
87489e242ffffff,8748985a1ffffff,2,13.66912780572852,5802,2,8.665957964681349,0.6931471805599453,9.52296827903263,0.6931471805599453
87489e242ffffff,8748985a2ffffff,1,12.011367602247995,5802,1,8.665957964681349,0.0,9.39369203155271,0.0
87489e242ffffff,8748985a3ffffff,52,13.896559289889842,5802,52,8.665957964681349,3.9512437185814275,9.539468513045533,3.9512437185814275
87489e242ffffff,8748985a4ffffff,70,9.112939235764758,5802,70,8.665957964681349,4.248495242049359,9.11756030467024,4.248495242049359
87489e242ffffff,8748985a5ffffff,18,11.471369537442774,5802,18,8.665957964681349,2.8903717578961645,9.347696774440788,2.8903717578961645
87489e242ffffff,8748985a6ffffff,60,9.458167607700451,5802,60,8.665957964681349,4.0943445622221,9.154739667445174,4.0943445622221
87489e242ffffff,8748985b0ffffff,33,11.929446167426633,5802,33,8.665957964681349,3.4965075614664802,9.386848913171072,3.4965075614664802
87489e242ffffff,8748985b1ffffff,1,13.062563020308035,5802,1,8.665957964681349,0.0,9.477582184941143,0.0
87489e242ffffff,8748985b2ffffff,34,13.738360293175933,5802,34,8.665957964681349,3.5263605246161616,9.528020006699466,3.5263605246161616
87489e242ffffff,8748985b4ffffff,18,9.37743340276863,5802,18,8.665957964681349,2.8903717578961645,9.146168013421564,2.8903717578961645
87489e242ffffff,874898c10ffffff,25,32.39915953089376,5802,25,8.665957964681349,3.2188758248682006,10.385918625561317,3.2188758248682006
