,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
3,87309824cffffff,873098244ffffff,3,5.763181987316227,268,3,5.5909869805108565,1.0986122886681098,8.659418529715412,1.0986122886681098
5,87309824cffffff,873098246ffffff,1,6.795415253644988,268,5,5.5909869805108565,1.6094379124341003,8.824150583580368,0.0
7,87309824cffffff,87309824affffff,37,3.4759376951214995,268,37,5.5909869805108565,3.6109179126442243,8.153907212699051,3.6109179126442243
10,87309824cffffff,87309825cffffff,17,5.966630810107756,268,76,5.5909869805108565,4.330733340286331,8.694105278392971,2.833213344056216
11,87309824cffffff,87309825dffffff,33,4.325230193911747,268,59,5.5909869805108565,4.07753744390572,8.37245181681986,3.4965075614664802
12,87309824cffffff,873098260ffffff,1,7.320610198214589,268,1,5.5909869805108565,0.0,8.898585555198656,0.0
13,87309824cffffff,873098261ffffff,5,5.943354015128175,268,5,5.5909869805108565,1.6094379124341003,8.690197143023823,1.6094379124341003
14,87309824cffffff,873098262ffffff,1,7.331029928148762,268,1,5.5909869805108565,0.0,8.900007690804616,0.0
15,87309824cffffff,873098263ffffff,6,5.440448228132898,268,7,5.5909869805108565,1.9459101490553132,8.601800522826938,1.791759469228055
16,87309824cffffff,873098266ffffff,1,9.06126345173338,268,2,5.5909869805108565,0.6931471805599453,9.111874196944575,0.0
17,87309824cffffff,873098268ffffff,35,3.473820768833299,268,36,5.5909869805108565,3.58351893845611,8.153298179354579,3.5553480614894135
18,87309824cffffff,873098269ffffff,25,4.3231173348101555,268,28,5.5909869805108565,3.332204510175204,8.37196331410096,3.2188758248682006
20,87309824cffffff,87309826bffffff,2,2.16182292693198,268,2,5.5909869805108565,0.6931471805599453,7.679169558030534,0.6931471805599453
21,87309824cffffff,87309826cffffff,2,5.225570763230872,268,3,5.5909869805108565,1.0986122886681098,8.561510656196303,0.6931471805599453
23,87309824cffffff,873098273ffffff,1,9.060004812583992,268,2,5.5909869805108565,0.6931471805599453,9.111735299353581,0.0
24,87309824cffffff,873098276ffffff,1,12.411024488662324,268,2,5.5909869805108565,0.6931471805599453,9.426420998549109,0.0
25,87309824cffffff,873099500ffffff,26,11.33114927778144,268,26,5.5909869805108565,3.258096538021482,9.335399033982371,3.258096538021482
26,87309824cffffff,873099506ffffff,1,9.064376149452443,268,45,5.5909869805108565,3.8066624897703196,9.112217617027733,0.0
27,87309824cffffff,873099589ffffff,1,17.105028889934914,268,1,5.5909869805108565,0.0,9.74718624701659,0.0
28,87309824cffffff,873099592ffffff,1,17.758873738992087,268,6,5.5909869805108565,1.791759469228055,9.784696907229904,0.0
29,87309824cffffff,87309959bffffff,12,19.447837749460845,268,53,5.5909869805108565,3.970291913552122,9.875542591449362,2.4849066497880004
30,87309824cffffff,8730995aeffffff,1,9.920056318468863,268,6,5.5909869805108565,1.791759469228055,9.20241467832655,0.0
31,87309824cffffff,8730995b2ffffff,54,12.946770140303189,268,97,5.5909869805108565,4.574710978503383,9.468678862363317,3.9889840465642745
32,87309824cffffff,8730995b6ffffff,1,11.763032745644544,268,34,5.5909869805108565,3.5263605246161616,9.372802083216811,0.0
33,87309825dffffff,873098242ffffff,1,3.667141177007778,170,2,5.135798437050262,0.6931471805599453,8.207440321460046,0.0
34,87309825dffffff,873098243ffffff,1,1.9826448610738363,170,1,5.135798437050262,0.0,7.592691270347261,0.0
35,87309825dffffff,873098246ffffff,3,5.441859445066338,170,5,5.135798437050262,1.6094379124341003,8.602059835037457,1.0986122886681098
36,87309825dffffff,873098248ffffff,1,3.9614571049307727,170,13,5.135798437050262,2.5649493574615367,8.284619592872879,0.0
38,87309825dffffff,87309824effffff,27,2.1628790520464958,170,27,5.135798437050262,3.295836866004329,7.679657747483204,3.295836866004329
39,87309825dffffff,873098258ffffff,76,2.163406656841998,170,110,5.135798437050262,4.700480365792417,7.679901541370023,4.330733340286331
41,87309825dffffff,87309825bffffff,7,3.47790964755309,170,7,5.135798437050262,1.9459101490553132,8.154474204005005,1.9459101490553132
42,87309825dffffff,87309825cffffff,39,2.265808343435688,170,76,5.135798437050262,4.330733340286331,7.726128104999687,3.6635616461296463
44,87309825dffffff,873098263ffffff,1,7.101650609360302,170,7,5.135798437050262,1.9459101490553132,8.868223318622885,0.0
45,87309825dffffff,8730982cbffffff,1,12.95396996998771,170,20,5.135798437050262,2.995732273553991,9.469234774968646,0.0
46,87309825dffffff,8730982ecffffff,1,7.924373036993827,170,21,5.135798437050262,3.044522437723423,8.977824668551728,0.0
47,87309825dffffff,873099586ffffff,2,9.035656467603141,170,16,5.135798437050262,2.772588722239781,9.109044525192811,0.6931471805599453
48,87309825dffffff,8730995a0ffffff,1,5.44648998265121,170,7,5.135798437050262,1.9459101490553132,8.602910227927907,0.0
49,87309825dffffff,8730995a2ffffff,3,5.9522752550630535,170,17,5.135798437050262,2.833213344056216,8.691696810126281,1.0986122886681098
52,87309825dffffff,8730995b4ffffff,1,5.443187813998982,170,56,5.135798437050262,4.02535169073515,8.60230386244133,0.0
53,87309825dffffff,8730995b5ffffff,3,5.233457804796254,170,12,5.135798437050262,2.4849066497880004,8.563018546746168,1.0986122886681098
54,87309825dffffff,87309b8c3ffffff,1,47.25027432019031,170,74,5.135798437050262,4.30406509320417,10.76323490229769,0.0
55,87309825dffffff,87309b962ffffff,1,18.402014024100612,170,9,5.135798437050262,2.1972245773362196,9.820269735840037,0.0
56,8730982c3ffffff,873098200ffffff,1,15.857584078095407,263,1,5.572154032177765,0.0,9.67146621491693,0.0
57,8730982c3ffffff,87309820bffffff,1,10.467486569206919,263,4,5.572154032177765,1.3862943611198906,9.256124744152427,0.0
58,8730982c3ffffff,873098211ffffff,3,14.646753678585613,263,6,5.572154032177765,1.791759469228055,9.592042270168827,1.0986122886681098
59,8730982c3ffffff,87309821bffffff,11,9.251888627067466,263,12,5.572154032177765,2.4849066497880004,9.132691065763263,2.3978952727983707
