origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow
872664cf2ffffff,872664190ffffff,2,20.077987564633467,4019,2,8.2987883944492,0.6931471805599453,9.907429152446555,0.6931471805599453
872664cf2ffffff,872664191ffffff,24,22.510802258310957,4019,24,8.2987883944492,3.1780538303479458,10.021794995480791,3.1780538303479458
872664cf2ffffff,872664192ffffff,1,19.32820190644428,4019,1,8.2987883944492,0.0,9.869372283530264,0.0
872664cf2ffffff,872664193ffffff,74,21.690039198794867,4019,74,8.2987883944492,4.30406509320417,9.984654514097587,4.30406509320417
872664cf2ffffff,872664194ffffff,57,18.629300250781355,4019,57,8.2987883944492,4.04305126783455,9.832544579986502,4.04305126783455
872664cf2ffffff,872664196ffffff,3,17.658339282833392,4019,3,8.2987883944492,1.0986122886681098,9.779020060254968,1.0986122886681098
872664cf2ffffff,87266419affffff,9,25.76381427829525,4019,9,8.2987883944492,2.1972245773362196,10.156765052441964,2.1972245773362196
872664cf2ffffff,87266419effffff,17,24.07557462142094,4019,17,8.2987883944492,2.833213344056216,10.088994639363284,2.833213344056216
872664cf2ffffff,872664502ffffff,72,17.06653603050555,4019,97,8.2987883944492,4.574710978503383,9.744933460349563,4.276666119016055
872664cf2ffffff,872664504ffffff,72,12.93992140798949,4019,72,8.2987883944492,4.276666119016055,9.46814977170142,4.276666119016055
872664cf2ffffff,872664505ffffff,51,12.565328270447786,4019,51,8.2987883944492,3.9318256327243257,9.438776156324348,3.9318256327243257
872664cf2ffffff,872664506ffffff,22,15.31886442734003,4019,22,8.2987883944492,3.091042453358316,9.63690559386509,3.091042453358316
872664cf2ffffff,872664509ffffff,88,17.957580277754445,4019,88,8.2987883944492,4.477336814478207,9.79582328960884,4.477336814478207
872664cf2ffffff,87266450affffff,9,19.006963720032857,4019,9,8.2987883944492,2.1972245773362196,9.852613313492245,2.1972245773362196
872664cf2ffffff,87266450bffffff,69,19.514562949622867,4019,69,8.2987883944492,4.23410650459726,9.87896752622006,4.23410650459726
872664cf2ffffff,87266450cffffff,37,14.926524908005794,4019,37,8.2987883944492,3.6109179126442243,9.610962097018367,3.6109179126442243
872664cf2ffffff,87266450effffff,79,16.799410356571993,4019,79,8.2987883944492,4.3694478524670215,9.729158591079468,4.3694478524670215
872664cf2ffffff,872664510ffffff,23,20.157039666448906,4019,76,8.2987883944492,4.330733340286331,9.911358478689895,3.1354942159291497
872664cf2ffffff,87266451dffffff,7,18.81572541155207,4019,8,8.2987883944492,2.0794415416798357,9.842501402865077,1.9459101490553132
872664cf2ffffff,872664520ffffff,100,8.866995047939335,4019,100,8.2987883944492,4.605170185988092,9.090204012316937,4.605170185988092
872664cf2ffffff,872664521ffffff,62,8.37853503681593,4019,62,8.2987883944492,4.127134385045092,9.033547707069951,4.127134385045092
872664cf2ffffff,872664522ffffff,18,11.303823143109089,4019,18,8.2987883944492,2.8903717578961645,9.332984740459588,2.8903717578961645
872664cf2ffffff,872664524ffffff,1,7.477643381016903,4019,1,8.2987883944492,0.0,8.919806688345478,0.0
872664cf2ffffff,872664525ffffff,92,6.471643831027114,4019,92,8.2987883944492,4.5217885770490405,8.775339933244702,4.5217885770490405
872664cf2ffffff,872664526ffffff,80,9.969560546124804,4019,80,8.2987883944492,4.382026634673881,9.207392084657743,4.382026634673881
872664cf2ffffff,872664528ffffff,24,10.923088519599988,4019,24,8.2987883944492,3.1780538303479458,9.298725585783027,3.1780538303479458
872664cf2ffffff,872664529ffffff,92,11.881031858501117,4019,92,8.2987883944492,4.5217885770490405,9.382782610152718,4.5217885770490405
872664cf2ffffff,87266452affffff,40,12.67550412750397,4019,40,8.2987883944492,3.6888794541139363,9.4475054902554,3.6888794541139363
872664cf2ffffff,87266452bffffff,79,13.258172722852711,4019,79,8.2987883944492,4.3694478524670215,9.492444872868449,4.3694478524670215
872664cf2ffffff,87266452cffffff,11,8.60904625094921,4019,11,8.2987883944492,2.3978952727983707,9.060684969178453,2.3978952727983707
872664cf2ffffff,87266452dffffff,81,9.506096341769164,4019,81,8.2987883944492,4.394449154672439,9.159793782079554,4.394449154672439
872664cf2ffffff,872664533ffffff,21,16.226436159510765,4019,21,8.2987883944492,3.044522437723423,9.69445867880719,3.044522437723423
872664cf2ffffff,872664536ffffff,22,16.43672445423156,4019,22,8.2987883944492,3.091042453358316,9.707334243837177,3.091042453358316
872664cf2ffffff,872664554ffffff,39,19.002019367562106,4019,39,8.2987883944492,3.6635616461296463,9.852353159605288,3.6635616461296463
872664cf2ffffff,872664560ffffff,13,16.69147852621947,4019,13,8.2987883944492,2.5649493574615367,9.722713509298336,2.5649493574615367
872664cf2ffffff,872664562ffffff,54,16.751672208273817,4019,54,8.2987883944492,3.9889840465642745,9.726313059351204,3.9889840465642745
872664cf2ffffff,872664563ffffff,3,18.754439543642327,4019,3,8.2987883944492,1.0986122886681098,9.839239098319338,1.0986122886681098
872664cf2ffffff,872664566ffffff,50,14.596925910002101,4019,50,8.2987883944492,3.912023005428146,9.588634736646053,3.912023005428146
872664cf2ffffff,872664569ffffff,63,25.275646166457044,4019,63,8.2987883944492,4.143134726391533,10.13763617199359,4.143134726391533
872664cf2ffffff,87266456affffff,28,22.9145372949255,4019,28,8.2987883944492,3.332204510175204,10.039570443970348,3.332204510175204
872664cf2ffffff,87266456bffffff,29,25.02695310122044,4019,29,8.2987883944492,3.367295829986474,10.127748603264031,3.367295829986474
872664cf2ffffff,87266456dffffff,34,23.431568376015456,4019,34,8.2987883944492,3.5263605246161616,10.061882144615549,3.5263605246161616
872664cf2ffffff,87266456effffff,10,20.86007330313007,4019,10,8.2987883944492,2.302585092994046,9.945640179921918,2.302585092994046
872664cf2ffffff,872664570ffffff,9,15.587467141531079,4019,9,8.2987883944492,2.1972245773362196,9.654286634031834,2.1972245773362196
872664cf2ffffff,872664572ffffff,84,16.62899377454464,4019,84,8.2987883944492,4.430816798843313,9.71896319783601,4.430816798843313
872664cf2ffffff,872664573ffffff,17,17.940425483160958,4019,17,8.2987883944492,2.833213344056216,9.794867590826314,2.833213344056216
872664cf2ffffff,872664574ffffff,75,13.241156036675221,4019,75,8.2987883944492,4.31748811353631,9.49116065888276,4.31748811353631
872664cf2ffffff,872664575ffffff,70,14.893505332394684,4019,70,8.2987883944492,4.248495242049359,9.608747654283366,4.248495242049359
872664cf2ffffff,872664576ffffff,3,14.255331137296048,4019,3,8.2987883944492,1.0986122886681098,9.564956377365634,1.0986122886681098
872664cf2ffffff,872664c10ffffff,12,11.89688696301504,4019,12,8.2987883944492,2.4849066497880004,9.384116097199698,2.4849066497880004
872664cf2ffffff,872664c1effffff,1,8.617021752883893,4019,1,8.2987883944492,0.0,9.061610842294655,0.0
872664cf2ffffff,872664c84ffffff,61,11.26946048008088,4019,61,8.2987883944492,4.110873864173311,9.329940465123775,4.110873864173311
872664cf2ffffff,872664c85ffffff,1,8.838320267770628,4019,1,8.2987883944492,0.0,9.08696525988916,0.0
872664cf2ffffff,872664c89ffffff,14,2.492862404810559,4019,14,8.2987883944492,2.6390573296152584,7.821587954233094,2.6390573296152584
872664cf2ffffff,872664c8affffff,68,6.670914816725181,4019,68,8.2987883944492,4.219507705176107,8.805662176679679,4.219507705176107
872664cf2ffffff,872664c8bffffff,11,4.985410432957805,4019,11,8.2987883944492,2.3978952727983707,8.514471577775021,2.3978952727983707
872664cf2ffffff,872664c8dffffff,92,2.4849953097414113,4019,92,8.2987883944492,4.5217885770490405,7.818428385400096,4.5217885770490405
872664cf2ffffff,872664c8effffff,74,6.662620869264115,4019,74,8.2987883944492,4.30406509320417,8.804418289860918,4.30406509320417
872664cf2ffffff,872664c90ffffff,34,15.706219950459642,4019,34,8.2987883944492,3.5263605246161616,9.661875755084877,3.5263605246161616
872664cf2ffffff,872664c92ffffff,61,17.647336806458313,4019,61,8.2987883944492,4.110873864173311,9.778396825992628,4.110873864173311
872664cf2ffffff,872664c98ffffff,28,11.00160316234111,4019,28,8.2987883944492,3.332204510175204,9.305887174904967,3.332204510175204
872664cf2ffffff,872664c99ffffff,63,9.071812796829162,4019,63,8.2987883944492,4.143134726391533,9.113037615960971,4.143134726391533
872664cf2ffffff,872664c9dffffff,15,8.74656641414011,4019,15,8.2987883944492,2.70805020110221,9.076530816569708,2.70805020110221
872664cf2ffffff,872664c9effffff,66,13.11993824081763,4019,66,8.2987883944492,4.189654742026425,9.481964572198642,4.189654742026425
872664cf2ffffff,872664ca6ffffff,15,14.742015209872376,4019,15,8.2987883944492,2.70805020110221,9.59852470451668,2.70805020110221
872664cf2ffffff,872664ca9ffffff,14,4.756855036748382,4019,14,8.2987883944492,2.6390573296152584,8.467552223132769,2.6390573296152584
872664cf2ffffff,872664caaffffff,9,6.449821434575172,4019,9,8.2987883944492,2.1972245773362196,8.771962755878661,2.1972245773362196
872664cf2ffffff,872664cadffffff,78,7.136232840356515,4019,78,8.2987883944492,4.356708826689592,8.873080422840825,4.356708826689592
872664cf2ffffff,872664cb1ffffff,92,13.720782415453494,4019,92,8.2987883944492,4.5217885770490405,9.526739806504619,4.5217885770490405
872664cf2ffffff,872664cc1ffffff,70,9.936473313853288,4019,70,8.2987883944492,4.248495242049359,9.20406807356057,4.248495242049359
872664cf2ffffff,872664cc3ffffff,35,8.832229056516322,4019,35,8.2987883944492,3.5553480614894135,9.086275918313845,3.5553480614894135
872664cf2ffffff,872664cc5ffffff,89,9.053530574704979,4019,89,8.2987883944492,4.48863636973214,9.111020527417093,4.48863636973214
872664cf2ffffff,872664cc9ffffff,88,16.165289325851088,4019,88,8.2987883944492,4.477336814478207,9.690683447316063,4.477336814478207
872664cf2ffffff,872664cccffffff,88,12.41971125740491,4019,88,8.2987883944492,4.477336814478207,9.427120620949616,4.477336814478207
872664cf2ffffff,872664ccdffffff,79,14.902595687712008,4019,79,8.2987883944492,4.3694478524670215,9.609357784143198,4.3694478524670215
872664cf2ffffff,872664cd5ffffff,47,4.175429487548162,4019,47,8.2987883944492,3.8501476017100584,8.337211970909218,3.8501476017100584
872664cf2ffffff,872664cdbffffff,27,12.643116759658183,4019,27,8.2987883944492,3.295836866004329,9.444947307685325,3.295836866004329
872664cf2ffffff,872664ce3ffffff,22,8.746302629005907,4019,22,8.2987883944492,3.091042453358316,9.076500660855643,3.091042453358316
872664cf2ffffff,872664cf3ffffff,98,2.484645198576355,4019,98,8.2987883944492,4.584967478670572,7.818287542084876,4.584967478670572
