"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US36001014700","Census Tract 147; Albany County; New York","2553","215",
"1400000US36001014801","Census Tract 148.01; Albany County; New York","2685","19",
"1400000US36001014802","Census Tract 148.02; Albany County; New York","1895","210",
"1400000US36001014803","Census Tract 148.03; Albany County; New York","3197","15",
"1400000US36003940200","Census Tract 9402; Allegany County; New York","0","13",
"1400000US36003950100","Census Tract 9501; Allegany County; New York","2400","230",
"1400000US36003950300","Census Tract 9503; Allegany County; New York","4956","363",
"1400000US36003950401","Census Tract 9504.01; Allegany County; New York","1606","179",
"1400000US36003950402","Census Tract 9504.02; Allegany County; New York","2170","325",
"1400000US36003950500","Census Tract 9505; Allegany County; New York","3677","162",
"1400000US36003950600","Census Tract 9506; Allegany County; New York","3454","332",
"1400000US36003950700","Census Tract 9507; Allegany County; New York","3734","394",
"1400000US36003950800","Census Tract 9508; Allegany County; New York","6867","251",
"1400000US36003950900","Census Tract 9509; Allegany County; New York","3759","341",
"1400000US36003951000","Census Tract 9510; Allegany County; New York","3190","367",
"1400000US36003951100","Census Tract 9511; Allegany County; New York","3449","377",
"1400000US36003951201","Census Tract 9512.01; Allegany County; New York","2303","263",
"1400000US36003951202","Census Tract 9512.02; Allegany County; New York","2371","236",
"1400000US36003951301","Census Tract 9513.01; Allegany County; New York","1115","120",
"1400000US36003951302","Census Tract 9513.02; Allegany County; New York","1976","213",
"1400000US36005000100","Census Tract 1; Bronx County; New York","3538","1209",
"1400000US36005000200","Census Tract 2; Bronx County; New York","5177","721",
"1400000US36005000400","Census Tract 4; Bronx County; New York","6481","1051",
"1400000US36005001600","Census Tract 16; Bronx County; New York","6011","715",
"1400000US36005001901","Census Tract 19.01; Bronx County; New York","2401","345",
"1400000US36005001902","Census Tract 19.02; Bronx County; New York","1979","366",
"1400000US36005001903","Census Tract 19.03; Bronx County; New York","0","13",
"1400000US36005001904","Census Tract 19.04; Bronx County; New York","0","13",
"1400000US36005002001","Census Tract 20.01; Bronx County; New York","4300","783",
"1400000US36005002002","Census Tract 20.02; Bronx County; New York","3689","1034",
"1400000US36005002300","Census Tract 23; Bronx County; New York","4527","612",
"1400000US36005002400","Census Tract 24; Bronx County; New York","0","13",
"1400000US36005002500","Census Tract 25; Bronx County; New York","5460","761",
"1400000US36005002701","Census Tract 27.01; Bronx County; New York","2830","409",
"1400000US36005002702","Census Tract 27.02; Bronx County; New York","5156","692",
"1400000US36005002800","Census Tract 28; Bronx County; New York","5420","732",
"1400000US36005003100","Census Tract 31; Bronx County; New York","2641","453",
"1400000US36005003300","Census Tract 33; Bronx County; New York","3407","568",
"1400000US36005003500","Census Tract 35; Bronx County; New York","3529","857",
"1400000US36005003700","Census Tract 37; Bronx County; New York","285","165",
"1400000US36005003800","Census Tract 38; Bronx County; New York","1215","157",
"1400000US36005003900","Census Tract 39; Bronx County; New York","6346","1097",
"1400000US36005004001","Census Tract 40.01; Bronx County; New York","1378","320",
"1400000US36005004100","Census Tract 41; Bronx County; New York","6272","1026",
"1400000US36005004200","Census Tract 42; Bronx County; New York","7976","952",
"1400000US36005004300","Census Tract 43; Bronx County; New York","5041","748",
"1400000US36005004400","Census Tract 44; Bronx County; New York","4323","561",
"1400000US36005004600","Census Tract 46; Bronx County; New York","1784","365",
"1400000US36005004800","Census Tract 48; Bronx County; New York","4139","562",
"1400000US36005005001","Census Tract 50.01; Bronx County; New York","4597","654",
"1400000US36005005002","Census Tract 50.02; Bronx County; New York","6338","1143",
"1400000US36005005100","Census Tract 51; Bronx County; New York","6795","1033",
"1400000US36005005200","Census Tract 52; Bronx County; New York","1787","259",
"1400000US36005005300","Census Tract 53; Bronx County; New York","4596","1028",
"1400000US36005005400","Census Tract 54; Bronx County; New York","5306","834",
"1400000US36005005600","Census Tract 56; Bronx County; New York","2531","418",
"1400000US36005005902","Census Tract 59.02; Bronx County; New York","3044","447",
"1400000US36005006000","Census Tract 60; Bronx County; New York","1220","351",
"1400000US36005006100","Census Tract 61; Bronx County; New York","3835","709",
"1400000US36005006200","Census Tract 62; Bronx County; New York","6206","954",
"1400000US36005006301","Census Tract 63.01; Bronx County; New York","6244","876",
"1400000US36005006302","Census Tract 63.02; Bronx County; New York","0","13",
"1400000US36005006400","Census Tract 64; Bronx County; New York","3847","650",
"1400000US36005006500","Census Tract 65; Bronx County; New York","5182","968",
"1400000US36005006700","Census Tract 67; Bronx County; New York","5892","1739",
"1400000US36005006800","Census Tract 68; Bronx County; New York","2621","611",
"1400000US36005006900","Census Tract 69; Bronx County; New York","6524","1037",
"1400000US36005007000","Census Tract 70; Bronx County; New York","4201","591",
"1400000US36005007100","Census Tract 71; Bronx County; New York","2562","414",
"1400000US36005007200","Census Tract 72; Bronx County; New York","5371","832",
"1400000US36005007300","Census Tract 73; Bronx County; New York","4555","576",
"1400000US36005007400","Census Tract 74; Bronx County; New York","3281","551",
"1400000US36005007500","Census Tract 75; Bronx County; New York","6543","692",
"1400000US36005007600","Census Tract 76; Bronx County; New York","5317","919",
"1400000US36005007700","Census Tract 77; Bronx County; New York","1996","476",
"1400000US36005007800","Census Tract 78; Bronx County; New York","5858","751",
"1400000US36005007900","Census Tract 79; Bronx County; New York","6987","1018",
"1400000US36005008300","Census Tract 83; Bronx County; New York","6588","1216",
"1400000US36005008400","Census Tract 84; Bronx County; New York","2716","586",
"1400000US36005008500","Census Tract 85; Bronx County; New York","5665","611",
"1400000US36005008600","Census Tract 86; Bronx County; New York","4117","961",
"1400000US36005008700","Census Tract 87; Bronx County; New York","6299","832",
"1400000US36005008900","Census Tract 89; Bronx County; New York","2993","456",
"1400000US36005009000","Census Tract 90; Bronx County; New York","3593","590",
"1400000US36005009200","Census Tract 92; Bronx County; New York","5675","696",
"1400000US36005009301","Census Tract 93.01; Bronx County; New York","5615","949",
"1400000US36005009302","Census Tract 93.02; Bronx County; New York","405","430",
"1400000US36005009600","Census Tract 96; Bronx County; New York","2352","381",
"1400000US36005009800","Census Tract 98; Bronx County; New York","4647","583",
"1400000US36005011000","Census Tract 110; Bronx County; New York","0","13",
"1400000US36005011502","Census Tract 115.02; Bronx County; New York","3850","796",
"1400000US36005011701","Census Tract 117.01; Bronx County; New York","1318","209",
"1400000US36005011702","Census Tract 117.02; Bronx County; New York","0","13",
"1400000US36005011800","Census Tract 118; Bronx County; New York","5538","600",
"1400000US36005011900","Census Tract 119; Bronx County; New York","5889","1018",
"1400000US36005012101","Census Tract 121.01; Bronx County; New York","3413","419",
"1400000US36005012102","Census Tract 121.02; Bronx County; New York","1495","307",
"1400000US36005012300","Census Tract 123; Bronx County; New York","4092","926",
"1400000US36005012500","Census Tract 125; Bronx County; New York","4146","675",
"1400000US36005012701","Census Tract 127.01; Bronx County; New York","2385","496",
"1400000US36005012901","Census Tract 129.01; Bronx County; New York","5261","1143",
"1400000US36005013000","Census Tract 130; Bronx County; New York","1329","407",
"1400000US36005013100","Census Tract 131; Bronx County; New York","5210","731",
"1400000US36005013200","Census Tract 132; Bronx County; New York","7126","906",
"1400000US36005013300","Census Tract 133; Bronx County; New York","5838","934",
"1400000US36005013500","Census Tract 135; Bronx County; New York","3295","699",
"1400000US36005013800","Census Tract 138; Bronx County; New York","2957","410",
"1400000US36005014100","Census Tract 141; Bronx County; New York","6864","794",
"1400000US36005014300","Census Tract 143; Bronx County; New York","1685","246",
"1400000US36005014400","Census Tract 144; Bronx County; New York","6465","812",
"1400000US36005014500","Census Tract 145; Bronx County; New York","6560","1496",
"1400000US36005014701","Census Tract 147.01; Bronx County; New York","5151","1164",
"1400000US36005014702","Census Tract 147.02; Bronx County; New York","4985","945",
"1400000US36005014900","Census Tract 149; Bronx County; New York","4755","1016",
"1400000US36005015100","Census Tract 151; Bronx County; New York","5414","993",
"1400000US36005015200","Census Tract 152; Bronx County; New York","2601","421",
"1400000US36005015300","Census Tract 153; Bronx County; New York","3502","616",
"1400000US36005015500","Census Tract 155; Bronx County; New York","3154","613",
"1400000US36005015700","Census Tract 157; Bronx County; New York","5959","893",
"1400000US36005015800","Census Tract 158; Bronx County; New York","1625","255",
"1400000US36005015900","Census Tract 159; Bronx County; New York","2153","477",
"1400000US36005016000","Census Tract 160; Bronx County; New York","4063","467",
"1400000US36005016100","Census Tract 161; Bronx County; New York","4789","657",
"1400000US36005016200","Census Tract 162; Bronx County; New York","1802","358",
"1400000US36005016300","Census Tract 163; Bronx County; New York","0","13",
"1400000US36005016400","Census Tract 164; Bronx County; New York","1107","253",
"1400000US36005016500","Census Tract 165; Bronx County; New York","1233","309",
"1400000US36005016600","Census Tract 166; Bronx County; New York","2387","368",
"1400000US36005016700","Census Tract 167; Bronx County; New York","3203","426",
"1400000US36005016900","Census Tract 169; Bronx County; New York","1759","214",
"1400000US36005017100","Census Tract 171; Bronx County; New York","0","13",
"1400000US36005017300","Census Tract 173; Bronx County; New York","5257","1086",
"1400000US36005017500","Census Tract 175; Bronx County; New York","6444","873",
"1400000US36005017701","Census Tract 177.01; Bronx County; New York","4566","678",
"1400000US36005017702","Census Tract 177.02; Bronx County; New York","5236","1002",
"1400000US36005017901","Census Tract 179.01; Bronx County; New York","4993","887",
"1400000US36005017902","Census Tract 179.02; Bronx County; New York","3571","868",
"1400000US36005018101","Census Tract 181.01; Bronx County; New York","3345","737",
"1400000US36005018102","Census Tract 181.02; Bronx County; New York","4903","858",
"1400000US36005018301","Census Tract 183.01; Bronx County; New York","4427","634",
"1400000US36005018302","Census Tract 183.02; Bronx County; New York","3301","607",
"1400000US36005018400","Census Tract 184; Bronx County; New York","3994","714",
"1400000US36005018501","Census Tract 185.01; Bronx County; New York","3154","564",
"1400000US36005018502","Census Tract 185.02; Bronx County; New York","6658","973",
"1400000US36005018900","Census Tract 189; Bronx County; New York","8375","1197",
"1400000US36005019300","Census Tract 193; Bronx County; New York","5751","1012",
"1400000US36005019400","Census Tract 194; Bronx County; New York","1966","355",
"1400000US36005019500","Census Tract 195; Bronx County; New York","7286","1577",
"1400000US36005019700","Census Tract 197; Bronx County; New York","7478","1058",
"1400000US36005019900","Census Tract 199; Bronx County; New York","7300","1198",
"1400000US36005020000","Census Tract 200; Bronx County; New York","4925","661",
"1400000US36005020100","Census Tract 201; Bronx County; New York","3950","559",
"1400000US36005020200","Census Tract 202; Bronx County; New York","2597","315",
"1400000US36005020400","Census Tract 204; Bronx County; New York","2966","585",
"1400000US36005020501","Census Tract 205.01; Bronx County; New York","7319","1185",
"1400000US36005020502","Census Tract 205.02; Bronx County; New York","2401","407",
"1400000US36005020601","Census Tract 206.01; Bronx County; New York","2547","507",
"1400000US36005020900","Census Tract 209; Bronx County; New York","5225","723",
"1400000US36005021001","Census Tract 210.01; Bronx County; New York","7519","983",
"1400000US36005021002","Census Tract 210.02; Bronx County; New York","7453","1502",
"1400000US36005021100","Census Tract 211; Bronx County; New York","6291","1102",
"1400000US36005021200","Census Tract 212; Bronx County; New York","5227","710",
"1400000US36005021301","Census Tract 213.01; Bronx County; New York","1244","585",
"1400000US36005021302","Census Tract 213.02; Bronx County; New York","5604","876",
"1400000US36005021501","Census Tract 215.01; Bronx County; New York","4612","1183",
"1400000US36005021502","Census Tract 215.02; Bronx County; New York","6953","1172",
"1400000US36005021601","Census Tract 216.01; Bronx County; New York","4865","801",
"1400000US36005021602","Census Tract 216.02; Bronx County; New York","6344","956",
"1400000US36005021700","Census Tract 217; Bronx County; New York","5100","817",
"1400000US36005021800","Census Tract 218; Bronx County; New York","6041","1067",
"1400000US36005021900","Census Tract 219; Bronx County; New York","1022","223",
"1400000US36005022000","Census Tract 220; Bronx County; New York","1901","414",
"1400000US36005022101","Census Tract 221.01; Bronx County; New York","3743","785",
"1400000US36005022102","Census Tract 221.02; Bronx County; New York","5896","794",
"1400000US36005022200","Census Tract 222; Bronx County; New York","3303","494",
"1400000US36005022300","Census Tract 223; Bronx County; New York","5207","795",
"1400000US36005022401","Census Tract 224.01; Bronx County; New York","2528","371",
"1400000US36005022403","Census Tract 224.03; Bronx County; New York","2788","461",
"1400000US36005022404","Census Tract 224.04; Bronx County; New York","4466","585",
"1400000US36005022500","Census Tract 225; Bronx County; New York","9408","1550",
"1400000US36005022701","Census Tract 227.01; Bronx County; New York","4995","538",
"1400000US36005022702","Census Tract 227.02; Bronx County; New York","1277","192",
"1400000US36005022703","Census Tract 227.03; Bronx County; New York","1728","628",
"1400000US36005022800","Census Tract 228; Bronx County; New York","5623","818",
"1400000US36005022901","Census Tract 229.01; Bronx County; New York","5541","788",
"1400000US36005022902","Census Tract 229.02; Bronx County; New York","3239","676",
"1400000US36005023000","Census Tract 230; Bronx County; New York","2555","456",
"1400000US36005023100","Census Tract 231; Bronx County; New York","1570","334",
"1400000US36005023200","Census Tract 232; Bronx County; New York","2462","366",
"1400000US36005023301","Census Tract 233.01; Bronx County; New York","3742","702",
"1400000US36005023302","Census Tract 233.02; Bronx County; New York","3665","761",
"1400000US36005023501","Census Tract 235.01; Bronx County; New York","3322","594",
"1400000US36005023502","Census Tract 235.02; Bronx County; New York","4284","896",
"1400000US36005023600","Census Tract 236; Bronx County; New York","1602","371",
"1400000US36005023702","Census Tract 237.02; Bronx County; New York","1119","495",
"1400000US36005023703","Census Tract 237.03; Bronx County; New York","5081","929",
"1400000US36005023704","Census Tract 237.04; Bronx County; New York","3659","560",
"1400000US36005023800","Census Tract 238; Bronx County; New York","2394","383",
"1400000US36005023900","Census Tract 239; Bronx County; New York","9384","1885",
"1400000US36005024000","Census Tract 240; Bronx County; New York","4147","707",
"1400000US36005024100","Census Tract 241; Bronx County; New York","6284","1052",
"1400000US36005024300","Census Tract 243; Bronx County; New York","4401","821",
"1400000US36005024400","Census Tract 244; Bronx County; New York","2168","343",
"1400000US36005024501","Census Tract 245.01; Bronx County; New York","5043","630",
"1400000US36005024502","Census Tract 245.02; Bronx County; New York","3975","793",
"1400000US36005024600","Census Tract 246; Bronx County; New York","2117","275",
"1400000US36005024700","Census Tract 247; Bronx County; New York","1772","310",
"1400000US36005024800","Census Tract 248; Bronx County; New York","3528","594",
"1400000US36005024900","Census Tract 249; Bronx County; New York","0","13",
"1400000US36005025000","Census Tract 250; Bronx County; New York","2755","573",
"1400000US36005025100","Census Tract 251; Bronx County; New York","6542","916",
"1400000US36005025200","Census Tract 252; Bronx County; New York","2586","395",
"1400000US36005025300","Census Tract 253; Bronx County; New York","5589","847",
"1400000US36005025400","Census Tract 254; Bronx County; New York","1967","308",
"1400000US36005025500","Census Tract 255; Bronx County; New York","6565","1089",
"1400000US36005025600","Census Tract 256; Bronx County; New York","1664","384",
"1400000US36005025700","Census Tract 257; Bronx County; New York","1687","433",
"1400000US36005026100","Census Tract 261; Bronx County; New York","2109","292",
"1400000US36005026300","Census Tract 263; Bronx County; New York","6767","1070",
"1400000US36005026400","Census Tract 264; Bronx County; New York","5735","839",
"1400000US36005026500","Census Tract 265; Bronx County; New York","7792","1328",
"1400000US36005026601","Census Tract 266.01; Bronx County; New York","2864","424",
"1400000US36005026602","Census Tract 266.02; Bronx County; New York","5119","929",
"1400000US36005026701","Census Tract 267.01; Bronx County; New York","3759","886",
"1400000US36005026702","Census Tract 267.02; Bronx County; New York","7702","1092",
"1400000US36005026900","Census Tract 269; Bronx County; New York","4185","572",
"1400000US36005027300","Census Tract 273; Bronx County; New York","7120","1022",
"1400000US36005027401","Census Tract 274.01; Bronx County; New York","5111","715",
"1400000US36005027402","Census Tract 274.02; Bronx County; New York","3487","571",
"1400000US36005027600","Census Tract 276; Bronx County; New York","57","85",
"1400000US36005027700","Census Tract 277; Bronx County; New York","4188","675",
"1400000US36005027900","Census Tract 279; Bronx County; New York","8112","1399",
"1400000US36005028100","Census Tract 281; Bronx County; New York","3512","442",
"1400000US36005028300","Census Tract 283; Bronx County; New York","2486","981",
"1400000US36005028400","Census Tract 284; Bronx County; New York","480","49",
"1400000US36005028500","Census Tract 285; Bronx County; New York","3309","471",
"1400000US36005028600","Census Tract 286; Bronx County; New York","1014","212",
"1400000US36005028700","Census Tract 287; Bronx County; New York","3442","467",
"1400000US36005028800","Census Tract 288; Bronx County; New York","2678","737",
"1400000US36005028900","Census Tract 289; Bronx County; New York","4400","707",
"1400000US36005029301","Census Tract 293.01; Bronx County; New York","1847","195",
"1400000US36005029302","Census Tract 293.02; Bronx County; New York","5422","823",
"1400000US36005029500","Census Tract 295; Bronx County; New York","4639","972",
"1400000US36005029600","Census Tract 296; Bronx County; New York","2341","278",
"1400000US36005029700","Census Tract 297; Bronx County; New York","4171","405",
"1400000US36005030000","Census Tract 300; Bronx County; New York","6811","941",
"1400000US36005030100","Census Tract 301; Bronx County; New York","1570","173",
"1400000US36005030201","Census Tract 302.01; Bronx County; New York","3684","599",
"1400000US36005030202","Census Tract 302.02; Bronx County; New York","6152","1161",
"1400000US36005030701","Census Tract 307.01; Bronx County; New York","5492","949",
"1400000US36005030900","Census Tract 309; Bronx County; New York","3707","401",
"1400000US36005031000","Census Tract 310; Bronx County; New York","4409","624",
"1400000US36005031200","Census Tract 312; Bronx County; New York","1649","334",
"1400000US36005031400","Census Tract 314; Bronx County; New York","2186","348",
"1400000US36005031600","Census Tract 316; Bronx County; New York","1842","312",
"1400000US36005031800","Census Tract 318; Bronx County; New York","2038","392",
"1400000US36005031900","Census Tract 319; Bronx County; New York","762","36",
"1400000US36005032300","Census Tract 323; Bronx County; New York","4811","583",
"1400000US36005032400","Census Tract 324; Bronx County; New York","2963","557",
"1400000US36005032600","Census Tract 326; Bronx County; New York","3440","585",
"1400000US36005032800","Census Tract 328; Bronx County; New York","4056","588",
"1400000US36005033000","Census Tract 330; Bronx County; New York","5016","836",
"1400000US36005033201","Census Tract 332.01; Bronx County; New York","4123","643",
"1400000US36005033202","Census Tract 332.02; Bronx County; New York","3415","487",
"1400000US36005033400","Census Tract 334; Bronx County; New York","26","35",
"1400000US36005033500","Census Tract 335; Bronx County; New York","2213","201",
"1400000US36005033601","Census Tract 336.01; Bronx County; New York","5011","719",
"1400000US36005033602","Census Tract 336.02; Bronx County; New York","1155","298",
"1400000US36005033700","Census Tract 337; Bronx County; New York","2852","362",
"1400000US36005033801","Census Tract 338.01; Bronx County; New York","2119","519",
"1400000US36005033802","Census Tract 338.02; Bronx County; New York","1809","533",
"1400000US36005034000","Census Tract 340; Bronx County; New York","5337","851",
"1400000US36005034200","Census Tract 342; Bronx County; New York","1518","481",
"1400000US36005034300","Census Tract 343; Bronx County; New York","1854","298",
"1400000US36005034400","Census Tract 344; Bronx County; New York","1940","640",
"1400000US36005034500","Census Tract 345; Bronx County; New York","4155","656",
"1400000US36005034800","Census Tract 348; Bronx County; New York","6198","1156",
"1400000US36005035000","Census Tract 350; Bronx County; New York","2023","373",
"1400000US36005035100","Census Tract 351; Bronx County; New York","3723","463",
"1400000US36005035600","Census Tract 356; Bronx County; New York","2074","329",
"1400000US36005035800","Census Tract 358; Bronx County; New York","7495","1282",
"1400000US36005035900","Census Tract 359; Bronx County; New York","3261","475",
"1400000US36005036000","Census Tract 360; Bronx County; New York","2836","512",
"1400000US36005036100","Census Tract 361; Bronx County; New York","5093","959",
"1400000US36005036300","Census Tract 363; Bronx County; New York","6423","1089",
"1400000US36005036400","Census Tract 364; Bronx County; New York","2427","396",
"1400000US36005036501","Census Tract 365.01; Bronx County; New York","4721","765",
"1400000US36005036502","Census Tract 365.02; Bronx County; New York","2557","544",
"1400000US36005036700","Census Tract 367; Bronx County; New York","2647","410",
"1400000US36005036800","Census Tract 368; Bronx County; New York","2185","396",
"1400000US36005036901","Census Tract 369.01; Bronx County; New York","1810","347",
"1400000US36005036902","Census Tract 369.02; Bronx County; New York","2316","257",
"1400000US36005037000","Census Tract 370; Bronx County; New York","2228","474",
"1400000US36005037100","Census Tract 371; Bronx County; New York","3948","830",
"1400000US36005037200","Census Tract 372; Bronx County; New York","2069","395",
"1400000US36005037300","Census Tract 373; Bronx County; New York","6511","1327",
"1400000US36005037400","Census Tract 374; Bronx County; New York","3707","784",
"1400000US36005037504","Census Tract 375.04; Bronx County; New York","3831","516",
"1400000US36005037600","Census Tract 376; Bronx County; New York","1934","299",
"1400000US36005037800","Census Tract 378; Bronx County; New York","3254","629",
"1400000US36005037900","Census Tract 379; Bronx County; New York","6511","1239",
"1400000US36005038000","Census Tract 380; Bronx County; New York","4474","739",
"1400000US36005038100","Census Tract 381; Bronx County; New York","7378","1234",
"1400000US36005038200","Census Tract 382; Bronx County; New York","2942","447",
"1400000US36005038301","Census Tract 383.01; Bronx County; New York","4667","549",
"1400000US36005038303","Census Tract 383.03; Bronx County; New York","3621","805",
"1400000US36005038304","Census Tract 383.04; Bronx County; New York","2080","419",
"1400000US36005038500","Census Tract 385; Bronx County; New York","5574","828",
"1400000US36005038600","Census Tract 386; Bronx County; New York","8273","1390",
"1400000US36005038700","Census Tract 387; Bronx County; New York","3725","378",
"1400000US36005038800","Census Tract 388; Bronx County; New York","2793","476",
"1400000US36005038900","Census Tract 389; Bronx County; New York","5823","746",
"1400000US36005039000","Census Tract 390; Bronx County; New York","3093","746",
"1400000US36005039100","Census Tract 391; Bronx County; New York","6555","1130",
"1400000US36005039200","Census Tract 392; Bronx County; New York","1522","372",
"1400000US36005039300","Census Tract 393; Bronx County; New York","9019","1477",
"1400000US36005039400","Census Tract 394; Bronx County; New York","4473","651",
"1400000US36005039500","Census Tract 395; Bronx County; New York","4210","860",
"1400000US36005039600","Census Tract 396; Bronx County; New York","3837","654",
"1400000US36005039700","Census Tract 397; Bronx County; New York","3868","151",
"1400000US36005039800","Census Tract 398; Bronx County; New York","3528","759",
"1400000US36005039901","Census Tract 399.01; Bronx County; New York","5032","635",
"1400000US36005039902","Census Tract 399.02; Bronx County; New York","5116","785",
"1400000US36005040100","Census Tract 401; Bronx County; New York","4630","738",
"1400000US36005040302","Census Tract 403.02; Bronx County; New York","4389","1421",
"1400000US36005040303","Census Tract 403.03; Bronx County; New York","4076","394",
"1400000US36005040304","Census Tract 403.04; Bronx County; New York","3586","618",
"1400000US36005040400","Census Tract 404; Bronx County; New York","3499","805",
"1400000US36005040501","Census Tract 405.01; Bronx County; New York","3560","525",
"1400000US36005040502","Census Tract 405.02; Bronx County; New York","6100","1152",
